#property,line_cd,station_cd1,station_cd2
2703,11418,1141801,1141802
2704,11418,1141802,1141803
2705,11418,1141803,1141804
2706,11418,1141804,1141805
2707,11418,1141805,1141806
2708,11418,1141806,1141807
2709,11418,1141807,1141808
2710,11419,1141901,1141902
2711,11419,1141902,1141903
2712,11419,1141903,1141904
2713,11419,1141904,1141905
2714,11419,1141905,1141906
2715,11419,1141906,1141907
2716,11419,1141907,1141908
2717,11419,1141908,1141909
2718,11419,1141909,1141910
2719,11419,1141910,1141911
2720,11419,1141911,1141912
2721,11419,1141912,1141913
2722,11419,1141913,1141914
2723,11419,1141914,1141915
2724,11419,1141915,1141916
2725,11419,1141916,1141917
2726,11419,1141917,1141918
2727,11419,1141918,1141919
2728,11419,1141919,1141920
2729,11421,1142101,1142102
2730,11421,1142102,1142103
2731,11421,1142103,1142104
2732,11421,1142104,1142105
2733,11421,1142105,1142106
2734,11421,1142106,1142107
2735,11421,1142107,1142108
2736,11421,1142108,1142109
2737,11421,1142109,1142110
2738,11421,1142110,1142111
2739,11421,1142111,1142112
2740,11421,1142112,1142113
2741,11421,1142113,1142114
2742,11421,1142114,1142115
2743,11421,1142115,1142116
2744,11421,1142116,1142117
2745,11421,1142117,1142118
2746,11421,1142118,1142119
2747,11421,1142119,1142120
2748,11421,1142120,1142121
2749,11421,1142121,1142122
2750,11421,1142122,1142123
2751,11422,1142201,1142202
2752,11422,1142202,1142203
2753,11422,1142203,1142204
2754,11422,1142204,1142205
2755,11422,1142205,1142206
2756,11422,1142206,1142207
2757,11422,1142207,1142208
2758,11422,1142208,1142209
2759,11422,1142209,1142210
2760,11422,1142210,1142211
2761,11422,1142211,1142212
2762,11422,1142212,1142213
2763,11422,1142213,1142214
2764,11422,1142214,1142215
2765,11422,1142215,1142216
2766,11422,1142216,1142217
2767,11422,1142217,1142218
2768,11422,1142218,1142219
2769,11422,1142219,1142220
2770,11422,1142220,1142221
2771,11422,1142221,1142222
2772,11422,1142222,1142223
2773,11422,1142223,1142224
2774,11501,1150101,1150102
2775,11501,1150102,1150103
2776,11501,1150103,1150104
2777,11501,1150104,1150105
2778,11501,1150105,1150106
2779,11501,1150106,1150107
2780,11501,1150107,1150108
2781,11501,1150108,1150109
2782,11501,1150109,1150110
2783,11501,1150110,1150111
2784,11501,1150111,1150112
2785,11501,1150112,1150113
2786,11501,1150113,1150114
2787,11501,1150114,1150115
2788,11501,1150115,1150116
2789,11501,1150116,1150117
2790,11501,1150117,1150118
2791,11501,1150118,1150119
2792,11501,1150119,1150120
2793,11501,1150120,1150121
2794,11501,1150121,1150122
2795,11501,1150122,1150123
2796,11501,1150123,1150124
2797,11501,1150124,1150125
2798,11501,1150125,1150126
2799,11501,1150126,1150127
2800,11501,1150127,1150128
2801,11501,1150128,1150129
2802,11501,1150129,1150130
2803,11501,1150130,1150131
2804,11501,1150131,1150132
2805,11501,1150132,1150133
2806,11501,1150133,1150134
2807,11502,1150201,1150203
2808,11502,1150203,1150204
2809,11502,1150204,1150205
2810,11502,1150205,1150206
2811,11502,1150206,1150207
2812,11502,1150207,1150208
2813,11502,1150208,1150209
2814,11502,1150209,1150210
2815,11502,1150210,1150211
2816,11502,1150211,1150212
2817,11502,1150212,1150213
2818,11502,1150213,1150214
2819,11502,1150214,1150215
2820,11502,1150215,1150216
2821,11502,1150216,1150217
2822,11502,1150217,1150218
2823,11502,1150218,1150242
2824,11502,1150219,1150220
2825,11502,1150220,1150221
2826,11502,1150221,1150222
2827,11502,1150222,1150223
2828,11502,1150223,1150240
2829,11502,1150224,1150225
2830,11502,1150225,1150226
2831,11502,1150226,1150227
2832,11502,1150227,1150241
2833,11502,1150228,1150229
2834,11502,1150229,1150230
2835,11502,1150230,1150231
2836,11502,1150231,1150232
2837,11502,1150232,1150233
2838,11502,1150233,1150234
2839,11502,1150234,1150235
2840,11502,1150235,1150236
2841,11502,1150236,1150237
2842,11502,1150237,1150238
2843,11502,1150238,1150239
2844,11502,1150240,1150224
2845,11502,1150241,1150228
2846,11502,1150242,1150219
2847,11503,1150301,1150302
2848,11503,1150302,1150303
2849,11503,1150303,1150304
2850,11503,1150304,1150305
2851,11503,1150304,1150307
2852,11503,1150305,1150306
2853,11503,1150307,1150308
2854,11503,1150308,1150309
2855,11503,1150309,1150310
2856,11503,1150310,1150311
2857,11503,1150311,1150312
2858,11504,1150401,1150402
2859,11504,1150402,1150403
2860,11504,1150403,1150404
2861,11504,1150404,1150405
2862,11504,1150405,1150406
2863,11505,1150501,1150502
2864,11505,1150502,1150503
2865,11505,1150503,1150504
2866,11505,1150504,1150505
2867,11505,1150505,1150506
2868,11505,1150506,1150507
2869,11505,1150507,1150508
2870,11505,1150508,1150509
2871,11505,1150509,1150510
2872,11505,1150510,1150511
2873,11505,1150511,1150512
2874,11505,1150512,1150513
2875,11505,1150513,1150514
2876,11505,1150514,1150515
2877,11505,1150515,1150516
2878,11505,1150516,1150517
2879,11505,1150517,1150518
2880,11505,1150518,1150519
2881,11506,1150601,1150602
2882,11506,1150602,1150603
2883,11506,1150603,1150604
2884,11506,1150604,1150605
2885,11506,1150605,1150606
2886,11506,1150606,1150607
2887,11506,1150607,1150608
2888,11506,1150608,1150609
2889,11506,1150609,1150610
2890,11507,1150701,1150702
2891,11507,1150702,1150703
2892,11507,1150703,1150704
2893,11507,1150704,1150705
2894,11507,1150705,1150706
2895,11507,1150706,1150707
2896,11507,1150707,1150708
2897,11508,1150801,1150802
2898,11508,1150802,1150803
2899,11508,1150803,1150804
2900,11508,1150804,1150805
2901,11508,1150805,1150806
2902,11508,1150806,1150807
2903,11508,1150807,1150808
2904,11508,1150808,1150809
2905,11508,1150809,1150810
2906,11508,1150810,1150811
2907,11508,1150811,1150812
2908,11508,1150812,1150813
2909,11508,1150813,1150814
2910,11508,1150814,1150815
2911,11508,1150815,1150816
2912,11508,1150816,1150817
2913,11508,1150817,1150818
2914,11509,1150901,1150902
2915,11509,1150902,1150903
2916,11509,1150903,1150904
2917,11509,1150904,1150905
2918,11509,1150905,1150906
2919,11509,1150906,1150907
2920,11509,1150907,1150908
2921,11509,1150908,1150909
2922,11509,1150909,1150910
2923,11509,1150910,1150911
2924,11509,1150911,1150912
2925,11510,1151001,1151002
2926,11510,1151002,1151003
2927,11510,1151003,1151004
2928,11510,1151004,1151005
2929,11510,1151005,1151006
2930,11510,1151006,1151007
2931,11510,1151007,1151008
2932,11510,1151008,1151009
2933,11510,1151009,1151010
2934,11510,1151010,1151011
2935,11510,1151011,1151012
2936,11510,1151012,1151013
2937,11510,1151013,1151014
2938,11510,1151014,1151015
2939,11510,1151015,1151016
2940,11510,1151016,1151017
2941,11510,1151017,1151018
2942,11510,1151018,1151019
2943,11510,1151019,1151020
2944,11510,1151020,1151021
2945,11510,1151021,1151022
2946,11510,1151022,1151023
2947,11510,1151023,1151024
2948,11510,1151024,1151025
2949,11510,1151025,1151026
2950,11510,1151026,1151027
2951,11510,1151027,1151028
2952,11510,1151028,1151029
2953,11510,1151029,1151030
2954,11510,1151030,1151031
2955,11510,1151031,1151032
2956,11510,1151032,1151033
2957,11510,1151033,1151034
2958,11510,1151034,1151035
2959,11510,1151035,1151036
2960,11510,1151036,1151037
2961,11510,1151037,1151038
2962,11510,1151038,1151039
2963,11510,1151039,1151040
2964,11510,1151040,1151041
2965,11511,1151101,1151102
2966,11511,1151102,1151103
2967,11511,1151103,1151104
2968,11511,1151104,1151105
2969,11511,1151105,1151106
2970,11511,1151106,1151107
2971,11511,1151107,1151108
2972,11511,1151108,1151109
2973,11511,1151109,1151110
2974,11511,1151110,1151111
2975,11512,1151201,1151202
2976,11512,1151202,1151203
2977,11512,1151203,1151204
2978,11512,1151204,1151205
2979,11512,1151205,1151206
2980,11512,1151206,1151207
2981,11512,1151207,1151208
2982,11512,1151208,1151209
2983,11512,1151209,1151210
2984,11512,1151210,1151211
2985,11513,1151301,1151302
2986,11513,1151302,1151303
2987,11513,1151303,1151304
2988,11513,1151304,1151305
2989,11513,1151305,1151306
2990,11513,1151306,1151307
2991,11513,1151307,1151308
2992,11513,1151308,1151309
2993,11513,1151309,1151310
2994,11513,1151310,1151311
2995,11513,1151311,1151312
2996,11513,1151312,1151313
2997,11513,1151313,1151314
2998,11513,1151314,1151315
2999,11601,1160101,1160102
3000,11601,1160102,1160103
3001,11601,1160103,1160104
3002,11601,1160104,1160105
3003,11601,1160105,1160106
3004,11601,1160106,1160107
3005,11601,1160107,1160108
3006,11601,1160108,1160109
3007,11601,1160109,1160110
3008,11601,1160110,1160111
3009,11601,1160111,1160112
3010,11601,1160112,1160113
3011,11601,1160113,1160114
3012,11601,1160114,1160115
3013,11601,1160115,1160116
3014,11601,1160116,1160117
3015,11601,1160117,1160118
3016,11601,1160118,1160119
3017,11601,1160119,1160120
3018,11602,1160201,1160202
3019,11602,1160202,1160216
3020,11602,1160203,1160204
3021,11602,1160204,1160205
3022,11602,1160205,1160215
3023,11602,1160206,1160207
3024,11602,1160207,1160208
3025,11602,1160208,1160209
3026,11602,1160209,1160210
3027,11602,1160210,1160211
3028,11602,1160211,1160212
3029,11602,1160212,1160213
3030,11602,1160213,1160214
3031,11602,1160215,1160206
3032,11602,1160216,1160203
3033,11603,1160301,1160302
3034,11603,1160302,1160303
3035,11603,1160303,1160304
3036,11603,1160304,1160305
3037,11603,1160305,1160306
3038,11603,1160306,1160316
3039,11603,1160307,1160308
3040,11603,1160308,1160309
3041,11603,1160309,1160310
3042,11603,1160310,1160311
3043,11603,1160311,1160312
3044,11603,1160312,1160313
3045,11603,1160313,1160314
3046,11603,1160314,1160315
3047,11603,1160316,1160307
3048,11605,1160501,1160502
3049,11605,1160502,1160503
3050,11605,1160503,1160504
3051,11605,1160504,1160505
3052,11605,1160505,1160506
3053,11605,1160506,1160507
3054,11605,1160507,1160508
3055,11605,1160508,1160509
3056,11605,1160509,1160510
3057,11605,1160510,1160511
3058,11605,1160511,1160512
3059,11605,1160512,1160513
3060,11605,1160513,1160514
3061,11605,1160514,1160515
3062,11605,1160515,1160516
3063,11605,1160516,1160517
3064,11605,1160517,1160518
3065,11605,1160518,1160519
3066,11605,1160519,1160520
3067,11605,1160520,1160521
3068,11605,1160521,1160522
3069,11607,1160701,1160702
3070,11607,1160702,1160703
3071,11607,1160703,1160704
3072,11607,1160704,1160705
3073,11607,1160705,1160706
3074,11607,1160706,1160707
3075,11607,1160707,1160708
3076,11607,1160708,1160709
3077,11607,1160709,1160710
3078,11607,1160710,1160711
3079,11607,1160711,1160712
3080,11607,1160712,1160713
3081,11607,1160713,1160714
3082,11607,1160714,1160715
3083,11607,1160715,1160716
3084,11607,1160716,1160717
3085,11607,1160717,1160718
3086,11607,1160718,1160719
3087,11607,1160719,1160720
3088,11607,1160720,1160721
3089,11607,1160721,1160722
3090,11608,1160801,1160802
3091,11608,1160802,1160803
3092,11608,1160803,1160804
3093,11608,1160804,1160822
3094,11608,1160805,1160806
3095,11608,1160806,1160807
3096,11608,1160807,1160808
3097,11608,1160808,1160809
3098,11608,1160809,1160810
3099,11608,1160810,1160811
3100,11608,1160811,1160812
3101,11608,1160812,1160813
3102,11608,1160813,1160814
3103,11608,1160814,1160815
3104,11608,1160815,1160816
3105,11608,1160816,1160817
3106,11608,1160817,1160818
3107,11608,1160818,1160819
3108,11608,1160819,1160820
3109,11608,1160820,1160821
3110,11608,1160822,1160805
3111,11609,1160901,1160902
3112,11609,1160902,1160918
3113,11609,1160903,1160904
3114,11609,1160904,1160905
3115,11609,1160905,1160906
3116,11609,1160906,1160907
3117,11609,1160907,1160908
3118,11609,1160908,1160909
3119,11609,1160909,1160910
3120,11609,1160910,1160911
3121,11609,1160911,1160912
3122,11609,1160912,1160913
3123,11609,1160913,1160914
3124,11609,1160914,1160915
3125,11609,1160915,1160916
3126,11609,1160916,1160919
3127,11609,1160918,1160903
3128,11609,1160919,1160917
3129,11610,1161001,1161002
3130,11610,1161002,1161003
3131,11610,1161003,1161004
3132,11610,1161004,1161005
3133,11610,1161005,1161006
3134,11610,1161006,1161007
3135,11610,1161007,1161008
3136,11610,1161008,1161009
3137,11610,1161009,1161010
3138,11610,1161010,1161011
3139,11610,1161011,1161012
3140,11610,1161012,1161013
3141,11610,1161013,1161014
3142,11610,1161014,1161015
3143,11610,1161015,1161016
3144,11610,1161016,1161017
3145,11610,1161017,1161018
3146,11610,1161018,1161019
3147,11610,1161019,1161020
3148,11611,1161101,1161102
3149,11611,1161102,1161103
3150,11611,1161103,1161104
3151,11611,1161104,1161105
3152,11611,1161105,1161106
3153,11611,1161106,1161107
3154,11611,1161107,1161108
3155,11611,1161108,1161109
3156,11611,1161109,1161110
3157,11611,1161110,1161111
3158,11611,1161111,1161112
3159,11611,1161112,1161113
3160,11611,1161113,1161114
3161,11611,1161114,1161115
3162,11611,1161115,1161130
3163,11611,1161116,1161117
3164,11611,1161117,1161118
3165,11611,1161118,1161119
3166,11611,1161119,1161120
3167,11611,1161120,1161121
3168,11611,1161121,1161122
3169,11611,1161122,1161123
3170,11611,1161123,1161124
3171,11611,1161124,1161125
3172,11611,1161125,1161126
3173,11611,1161126,1161127
3174,11611,1161127,1161129
3175,11611,1161129,1161128
3176,11611,1161130,1161116
3177,11612,1161201,1161202
3178,11612,1161202,1161203
3179,11612,1161203,1161204
3180,11612,1161204,1161205
3181,11612,1161205,1161206
3182,11612,1161206,1161207
3183,11612,1161207,1161208
3184,11612,1161208,1161209
3185,11612,1161209,1161210
3186,11612,1161210,1161211
3187,11612,1161211,1161212
3188,11612,1161212,1161213
3189,11612,1161213,1161214
3190,11612,1161214,1161215
3191,11612,1161215,1161216
3192,11612,1161216,1161217
3193,11612,1161217,1161218
3194,11612,1161218,1161219
3195,11612,1161219,1161220
3196,11612,1161220,1161221
3197,11612,1161221,1161222
3198,11612,1161222,1161223
3199,11612,1161223,1161224
3200,11612,1161224,1161225
3201,11612,1161225,1161226
3202,11612,1161226,1161227
3203,11612,1161227,1161228
3204,11612,1161228,1161229
3205,11612,1161229,1161230
3206,11612,1161230,1161231
3207,11612,1161231,1161232
3208,11612,1161232,1161233
3209,11612,1161233,1161234
3210,11612,1161234,1161235
3211,11612,1161235,1161236
3212,11612,1161236,1161237
3213,11613,1161301,1161302
3214,11614,1161401,1161402
3215,11614,1161402,1161403
3216,11614,1161403,1161404
3217,11614,1161404,1161405
3218,11614,1161405,1161406
3219,11614,1161406,1161407
3220,11614,1161407,1161408
3221,11614,1161408,1161409
3222,11614,1161409,1161410
3223,11614,1161410,1161411
3224,11614,1161411,1161412
3225,11614,1161412,1161413
3226,11614,1161413,1161414
3227,11614,1161414,1161415
3228,11615,1161501,1161502
3229,11615,1161502,1161503
3230,11615,1161503,1161504
3231,11615,1161504,1161505
3232,11615,1161505,1161506
3233,11615,1161506,1161507
3234,11615,1161507,1161508
3235,11615,1161508,1161509
3236,11615,1161509,1161510
3237,11615,1161510,1161511
3238,11615,1161511,1161512
3239,11615,1161512,1161513
3240,11615,1161513,1161514
3241,11615,1161514,1161515
3242,11615,1161515,1161516
3243,11615,1161516,1161517
3244,11615,1161517,1161518
3245,11615,1161518,1161519
3246,11615,1161519,1161520
3247,11615,1161520,1161521
3248,11615,1161521,1161522
3249,11615,1161522,1161523
3250,11615,1161523,1161524
3251,11616,1161601,1161602
3252,11616,1161602,1161603
3253,11616,1161603,1161604
3254,11616,1161604,1161606
3255,11616,1161606,1161607
3256,11616,1161607,1161608
3257,11616,1161608,1161609
3258,11616,1161609,1161610
3259,11616,1161610,1161611
3260,11616,1161611,1161612
3261,11616,1161612,1161613
3262,11616,1161613,1161614
3263,11616,1161614,1161615
3264,11616,1161615,1161616
3265,11616,1161616,1161617
3266,11616,1161617,1161618
3267,11616,1161618,1161619
3268,11616,1161619,1161620
3269,11616,1161620,1161621
3270,11616,1161621,1161622
3271,11616,1161622,1161623
3272,11616,1161623,1161624
3273,11616,1161624,1161625
3274,11616,1161625,1161626
3275,11616,1161626,1161627
3276,11616,1161627,1161628
3277,11616,1161628,1161629
3278,11616,1161629,1161630
3279,11616,1161630,1161631
3280,11616,1161631,1161632
3281,11616,1161632,1161633
3282,11616,1161633,1161634
3283,11616,1161634,1161635
3284,11616,1161635,1161636
3285,11616,1161636,1161637
3286,11616,1161637,1161638
3287,11616,1161638,1161639
3288,11616,1161639,1161640
3289,11616,1161640,1161641
3290,11616,1161641,1161642
3291,11617,1161701,1161702
3292,11617,1161702,1161703
3293,11617,1161703,1161704
3294,11617,1161704,1161705
3295,11617,1161705,1161706
3296,11617,1161706,1161707
3297,11617,1161707,1161708
3298,11617,1161708,1161709
3299,11617,1161709,1161710
3300,11617,1161710,1161711
3301,11617,1161711,1161712
3302,11617,1161712,1161713
3303,11617,1161713,1161714
3304,11617,1161714,1161715
3305,11617,1161715,1161716
3306,11617,1161716,1161717
3307,11617,1161717,1161718
3308,11617,1161718,1161719
3309,11617,1161719,1161720
3310,11617,1161720,1161721
3311,11617,1161721,1161722
3312,11617,1161722,1161723
3313,11617,1161723,1161724
3314,11618,1161801,1161802
3315,11618,1161802,1161803
3316,11618,1161803,1161804
3317,11618,1161804,1161805
3318,11618,1161805,1161806
3319,11618,1161806,1161807
3320,11618,1161807,1161808
3321,11618,1161808,1161809
3322,11618,1161809,1161810
3323,11618,1161810,1161811
3324,11618,1161811,1161812
3325,11618,1161812,1161813
3326,11618,1161813,1161814
3327,11618,1161814,1161815
3328,11618,1161815,1161816
3329,11618,1161816,1161817
3330,11618,1161817,1161818
3331,11618,1161818,1161819
3332,11618,1161819,1161820
3333,11618,1161820,1161821
3334,11622,1162201,1162202
3335,11622,1162202,1162203
3336,11622,1162203,1162204
3337,11622,1162204,1162205
3338,11622,1162205,1162206
3339,11622,1162206,1162207
3340,11622,1162207,1162208
3341,11622,1162208,1162209
3342,11623,1162301,1162302
3343,11623,1162302,1162303
3344,11623,1162303,1162304
3345,11623,1162304,1162305
3346,11623,1162305,1162306
3347,11623,1162306,1162307
3348,11623,1162307,1162308
3349,11623,1162308,1162309
3350,11623,1162309,1162310
3351,11623,1162310,1162311
3352,11623,1162311,1162312
3353,11623,1162312,1162313
3354,11623,1162313,1162314
3355,11623,1162314,1162315
3356,11623,1162315,1162316
3357,11623,1162316,1162317
3358,11623,1162317,1162318
3359,11623,1162318,1162319
3360,11623,1162319,1162301
3361,11624,1162401,1162402
3362,11624,1162402,1162403
3363,11624,1162403,1162404
3364,11625,1162501,1162502
3365,11625,1162502,1162503
3366,11625,1162503,1162504
3367,11625,1162504,1162505
3368,11625,1162505,1162506
3369,11625,1162506,1162507
3370,11625,1162507,1162508
3371,11625,1162508,1162509
3372,11626,1162601,1162602
3373,11626,1162602,1162603
3374,11626,1162603,1162604
3375,11626,1162604,1162605
3376,11626,1162605,1162606
3377,11626,1162606,1162607
3378,11626,1162607,1162608
3379,11626,1162608,1162609
3380,11626,1162609,1162610
3381,11626,1162610,1162611
3382,11626,1162611,1162612
3383,11626,1162612,1162613
3384,11626,1162613,1162614
3385,11626,1162614,1162615
3386,11626,1162615,1162616
3387,11626,1162616,1162617
3388,11626,1162617,1162618
3389,11626,1162618,1162619
3390,11626,1162619,1162620
3391,11626,1162620,1162621
3392,11626,1162621,1162622
3393,11626,1162622,1162623
3394,11626,1162623,1162624
3395,11626,1162624,1162625
3396,11626,1162625,1162626
3397,11626,1162626,1162627
3398,11626,1162627,1162628
3399,11626,1162628,1162629
3400,11626,1162629,1162630
3401,11626,1162630,1162631
3402,11626,1162631,1162632
3403,11626,1162632,1162633
3404,11626,1162633,1162634
3405,11626,1162634,1162635
3406,11627,1162701,1162702
3407,11628,1162801,1162802
3408,11628,1162802,1162803
3409,11629,1162901,1162902
3410,11629,1162902,1162903
3411,11629,1162903,1162904
3412,11629,1162904,1162905
3413,11629,1162905,1162906
3414,11629,1162906,1162907
3415,11629,1162907,1162908
3416,11629,1162908,1162909
3417,11629,1162909,1162910
3418,11629,1162910,1162911
3419,11629,1162911,1162912
3420,11629,1162912,1162913
3421,11629,1162913,1162914
3422,11629,1162914,1162915
3423,11629,1162915,1162916
3424,11629,1162916,1162917
3425,11629,1162917,1162918
3426,11629,1162918,1162919
3427,11629,1162919,1162920
3428,11629,1162920,1162921
3429,11629,1162921,1162922
3430,11629,1162922,1162923
3431,11630,1163001,1163002
3432,11630,1163002,1163003
3433,11630,1163003,1163004
3434,11630,1163004,1163005
3435,11630,1163005,1163006
3436,11630,1163006,1163007
3437,11630,1163007,1163008
3438,11630,1163008,1163009
3439,11630,1163009,1163010
3440,11631,1163101,1163102
3441,11631,1163102,1163103
3442,11631,1163103,1163104
3443,11631,1163104,1163105
3444,11631,1163105,1163106
3445,11631,1163106,1163107
3446,11631,1163107,1163108
3447,11631,1163108,1163109
3448,11631,1163109,1163110
3449,11631,1163110,1163111
3450,11631,1163111,1163112
3451,11631,1163112,1163113
3452,11631,1163113,1163114
3453,11631,1163114,1163115
3454,11631,1163115,1163116
3455,11631,1163116,1163117
3456,11631,1163117,1163118
3457,11631,1163118,1163119
3458,11631,1163119,1163120
3459,11631,1163120,1163122
3460,11631,1163122,1163121
3461,11632,1163201,1163202
3462,11632,1163202,1163203
3463,11632,1163203,1163204
3464,11632,1163204,1163205
3465,11632,1163205,1163206
3466,11632,1163206,1163207
3467,11632,1163207,1163208
3468,11632,1163208,1163209
3469,11632,1163209,1163210
3470,11632,1163210,1163211
3471,11632,1163211,1163212
3472,11632,1163212,1163213
3473,11632,1163213,1163214
3474,11632,1163214,1163215
3475,11632,1163215,1163216
3476,11632,1163216,1163217
3477,11632,1163217,1163218
3478,11632,1163218,1163219
3479,11632,1163219,1163220
3480,11632,1163220,1163221
3481,11633,1163301,1163302
3482,11633,1163302,1163303
3483,11633,1163303,1163304
3484,11633,1163304,1163305
3485,11633,1163305,1163306
3486,11633,1163306,1163307
3487,11633,1163307,1163308
3488,11633,1163308,1163309
3489,11633,1163309,1163310
3490,11633,1163310,1163311
3491,11633,1163311,1163312
3492,11634,1163401,1163402
3493,11634,1163402,1163403
3494,11634,1163403,1163404
3495,11634,1163404,1163405
3496,11634,1163405,1163406
3497,11634,1163406,1163407
3498,11634,1163407,1163408
3499,11634,1163408,1163409
3500,11634,1163409,1163410
3501,11634,1163410,1163411
3502,11634,1163411,1163412
3503,11634,1163412,1163413
3504,11634,1163413,1163414
3505,11634,1163414,1163415
3506,11634,1163415,1163416
3507,11634,1163416,1163417
3508,11634,1163417,1163418
3509,11634,1163418,1163419
3510,11634,1163419,1163420
3511,11634,1163420,1163421
3512,11634,1163421,1163422
3513,11634,1163422,1163423
3514,11634,1163423,1163424
3515,11634,1163424,1163425
3516,11635,1163501,1163502
3517,11635,1163502,1163503
3518,11635,1163503,1163504
3519,11635,1163504,1163505
3520,11635,1163505,1163506
3521,11635,1163506,1163507
3522,11635,1163507,1163508
3523,11635,1163508,1163509
3524,11635,1163509,1163510
3525,11635,1163510,1163511
3526,11635,1163511,1163512
3527,11635,1163512,1163513
3528,11635,1163513,1163514
3529,11635,1163514,1163515
3530,11635,1163515,1163516
3531,11635,1163516,1163517
3532,11635,1163517,1163518
3533,11636,1163601,1163602
3534,11636,1163602,1163603
3535,11636,1163603,1163604
3536,11636,1163604,1163605
3537,11636,1163605,1163606
3538,11636,1163606,1163607
3539,11636,1163607,1163608
3540,11636,1163608,1163609
3541,11636,1163609,1163610
3542,11636,1163610,1163611
3543,11636,1163611,1163612
3544,11636,1163612,1163613
3545,11636,1163613,1163614
3546,11636,1163614,1163615
3547,11636,1163615,1163616
3548,11636,1163616,1163617
3549,11636,1163617,1163618
3550,11636,1163618,1163619
3551,11636,1163619,1163620
3552,11636,1163620,1163621
3553,11636,1163621,1163622
3554,11636,1163622,1163623
3555,11636,1163623,1163624
3556,11636,1163624,1163625
3557,11636,1163625,1163626
3558,11636,1163626,1163627
3559,11636,1163627,1163628
3560,11636,1163628,1163629
3561,11636,1163629,1163630
3562,11636,1163630,1163631
3563,11636,1163631,1163632
3564,11636,1163632,1163633
3565,11636,1163633,1163634
3566,11636,1163634,1163635
3567,11636,1163635,1163636
3568,11637,1163701,1163702
3569,11637,1163702,1163703
3570,11637,1163703,1163704
3571,11637,1163704,1163705
3572,11637,1163705,1163706
3573,11637,1163706,1163707
3574,11637,1163707,1163708
3575,11637,1163708,1163709
3576,11637,1163709,1163710
3577,11637,1163710,1163711
3578,11637,1163711,1163712
3579,11637,1163712,1163713
3580,11637,1163713,1163714
3581,11639,1163901,1163902
3582,11639,1163902,1163903
3583,11639,1163903,1163904
3584,11639,1163904,1163905
3585,11639,1163905,1163906
3586,11639,1163906,1163907
3587,11639,1163907,1163908
3588,11639,1163908,1163909
3589,11639,1163909,1163910
3590,11639,1163910,1163911
3591,11639,1163911,1163912
3592,11639,1163912,1163913
3593,11639,1163913,1163914
3594,11639,1163914,1163915
3595,11639,1163915,1163916
3596,11639,1163916,1163917
3597,11639,1163917,1163918
3598,11639,1163918,1163919
3599,11639,1163919,1163920
3600,11639,1163920,1163921
3601,11639,1163921,1163922
3602,11639,1163922,1163923
3603,11639,1163923,1163924
3604,11639,1163924,1163925
3605,11639,1163925,1163926
3606,11639,1163926,1163927
3607,11639,1163927,1163928
3608,11639,1163928,1163929
3609,11639,1163929,1163930
3610,11639,1163930,1163931
3611,11639,1163931,1163932
3612,11639,1163932,1163933
3613,11639,1163933,1163934
3614,11639,1163934,1163935
3615,11639,1163935,1163936
3616,11639,1163936,1163937
3617,11639,1163937,1163938
3618,11639,1163938,1163939
3619,11639,1163939,1163940
3620,11639,1163940,1163941
3621,11639,1163941,1163942
3622,11639,1163942,1163943
3623,11639,1163943,1163944
3624,11639,1163944,1163945
3625,11639,1163945,1163946
3626,11639,1163946,1163947
3627,11639,1163947,1163948
3628,11639,1163948,1163949
3629,11639,1163949,1163950
3630,11639,1163950,1163951
3631,11639,1163951,1163952
3632,11639,1163952,1163953
3633,11639,1163953,1163954
3634,11640,1164001,1164002
3635,11640,1164002,1164003
3636,11641,1164101,1164102
3637,11641,1164102,1164103
3638,11641,1164103,1164104
3639,11641,1164104,1164105
3640,11641,1164105,1164106
3641,11641,1164106,1164107
3642,11701,1170101,1170102
3643,11701,1170102,1170103
3644,11701,1170103,1170104
3645,11701,1170104,1170105
3646,11701,1170105,1170106
3647,11701,1170106,1170107
3648,11701,1170107,1170108
3649,11701,1170108,1170109
3650,11701,1170109,1170110
3651,11701,1170110,1170111
3652,11701,1170111,1170112
3653,11701,1170112,1170113
3654,11701,1170113,1170114
3655,11701,1170114,1170115
3656,11701,1170115,1170116
3657,11701,1170116,1170117
3658,11701,1170117,1170118
3659,11701,1170118,1170119
3660,11701,1170119,1170120
3661,11701,1170120,1170121
3662,11701,1170121,1170122
3663,11701,1170122,1170123
3664,11701,1170123,1170124
3665,11701,1170124,1170125
3666,11701,1170125,1170126
3667,11701,1170126,1170127
3668,11701,1170127,1170128
3669,11701,1170128,1170129
3670,11701,1170129,1170130
3671,11701,1170130,1170131
3672,11701,1170131,1170132
3673,11701,1170132,1170133
3674,11701,1170133,1170134
3675,11701,1170134,1170135
3676,11701,1170135,1170136
3677,11701,1170136,1170137
3678,11701,1170137,1170138
3679,11701,1170138,1170139
3680,11701,1170139,1170140
3681,11701,1170140,1170141
3682,11701,1170141,1170142
3683,11701,1170142,1170143
3684,11701,1170143,1170144
3685,11701,1170144,1170145
3686,11702,1170201,1170202
3687,11702,1170202,1170203
3688,11702,1170203,1170204
3689,11702,1170204,1170205
3690,11702,1170205,1170206
3691,11702,1170206,1170207
3692,11702,1170207,1170208
3693,11702,1170208,1170209
3694,11702,1170209,1170210
3695,11702,1170210,1170211
3696,11702,1170211,1170212
3697,11702,1170212,1170213
3698,11702,1170213,1170214
3699,11702,1170214,1170215
3700,11702,1170215,1170216
